userid,title,estatetype,address,ward,district,city,area,price,description,roomnum,restroom,electricity,water,wifi,ultility,rented,created,updated,expired
1,"Bán nhà Thạch Bàn,Long Biên ôtô đỗ cổng 60m2 2.8tỷ",1,Đường Ngọc Trì,Phường Thạch Bàn,Quận Long Biên,Hà Nội,60.0,280000.0,"👉Gia chủ bán nhà Ngọc Trì,Thạch Bàn,Long Biên Ô TÔ ĐỖ CỔNG- TRÁNH 50M-CĂN NHÀ HIỆN ĐẠI ĐẸP LONG LANH- KHÁCH CHỈ XÁCH VALY VỀ Ở- NỘI THẤT FULL ĐỒ 700TR
👉 Vị trí: Nằm trên địa bàn Phường Thạch Bàn sầm uất. Cực gần AEON, Sài đồng, Cổ Linh, Đường 5,  cầu Vĩnh Tuy …., tiện đi tất cả các ngả trong thành phố.Gần trường các cấp,gần chợ. quá tiện ích cho 1 gia đình muốn ổn định.
-CHỦ NGƯỜI VIỆT KIỀU - SỐNG TRỜI TÂY NHIỀU NĂM. 
Style Thiết kế Nội Thất Đơn Giản- Tinh Tế.
Thiết kế:
- Tầng 1: PK+ WC+ Tủ Để đồ, chậu rửa
- Tầng 2,3: Phòng Ngủ +WC
- Tầng 4: Bếp+ Phòng Ăn ( thoáng sạch tránh mùi )
Nhà 4 tầng - 2 Ban Công rộng, thoáng đón sinh khí. 
Thiết kế nội thất hiện đại đủ công năng. 
Nhà có cổng riêng 21m2 để xe cộ thoải mái.
📕 Sổ đẹp  ( sẵn giao dịch) .giá 2.8 tỷ có thương lượng với chủ nhà.
-Liên hệ: Thắng miễn trung gian môi giới, Xem nhà Miễn phí hoàn toàn.",4,chung,2000,9000,Có là được,Gần hơn người yêu bạn,1,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-24 21:44:00.231969
2,Bán căn hộ CT3 HUD3 tây nam linh đàm,3,linh đam,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,83.0,263000.0,"Bán gấp căn hộ CT3 HUD3 tây nam linh đàm.
Diện tich 83m 3 ngủ 2 vệ sinh
Full nôi thất tiện nghi. gia chủ it ở cũng it nấu nướng nên nhà còn rất mới.
Giá 2630 triêu
Liên he Mr Thắng để xem nhà",4,riêng,3000,8000,Nhanh hơn cách người yêu cũ trở mặt,Gần trại giam,1,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-20 21:44:00.231969
1,Căn góc chung cư Kim Văn Kim Lũ bán 2 ngủ có đồ,3,Đường Nguyễn Xiển,Phường Đại Kim,Quận Hoàng Mai,Hà Nội,53.5,107000.0,"Cần bán căn đầu hồi chung cư Kim Văn Kim Lũ, Hoàng Mai, Hà Nội.
Sổ hồng chính chủ.
Diện tích 53.5m2 có 2 ngủ 2 vệ sinh
Full nội thất đầy đủ",4,chung,2000,10000,Nhanh hơn cách người yêu cũ trở mặt,Gần hơn người yêu bạn,1,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-16 21:44:00.231969
1,"nhà 5 tầng xây mới phố trạm ,ngõ to oto vào cửa",1,Đường Phố Trạm,Phường Long Biên,Quận Long Biên,Hà Nội,42.0,329500.0,"+ nhà 5 tầng mới ,đang hoàn thiện 
+vị trí trung tâm phố trạm .cạnh ngay cầu vĩnh tuy
+siêu thị aeon,giao thông thuận tiện 
+giá 3,295tỷ có thương lượng 
+liên hệ sớm để xem nhà miễn phí",3,riêng,3000,11000,Có là được,Gần hơn người yêu bạn,0,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-09 21:44:00.231969
1,"Nhà mới đẹp 5tg,34m2, đầu Phúc Lợi LB. Giá sốc 2tỷ",1,Đường Phúc Lợi,Phường Phúc Lợi,Quận Long Biên,Hà Nội,34.0,200000.0,"Nhà mới toanh, đẹp lung linh 34m2, Xây 5 tầng chắc chắn. Gần đường lớn Phúc Lợi. Đang hoàn thiện 98% , sẵn sàng chờ đón chủ nhân mới giám sát chất lượng và cắt băng khánh thành.
 -Thiết kế công năng cực kỳ hợp lý. Nhà thoáng mát, ánh sáng tran hòa.Tràn ngập sinh khí.
- Nhà nằm ở vị trí gần đường lớn Phúc Lợi về phía khu ĐTM Việt Hưng và Vinhome. Hạ tầng tốt, đi đâu cũng tiện.
- Cách 200 có trường học cấp 2, 400m có trường mầm non đẹp hiện đại. Bán kính 1km chợ, trường, trạm y tế đủ cả.

Chủ nhà đang cần tiền gấp, xả giá sập sàn chỉ còn 2tỷ - có thương lượng nhẹ.

Nhà đẹp giá đẹp nên bay nhanh lắm. Hãy liên hệ Dũng ngay để chớp lấy cơ hội có 102 này nhé. ( Mình là Dũng đã trung tuổi nên Lv rất trung thực và trách nhiệm)",2,riêng,3000,9000,Nhanh hơn cách người yêu cũ trở mặt,Gần trại giam,0,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-06-17 21:44:00.231969
2,Bán 47m đất đẹp 2 mặt thoáng đường La Dương.,0,Đường La Dương,Phường Dương Nội,Quận Hà Đông,Hà Nội,47.0,220000.0,"chỉ 2.2 tỷ có ngay mảnh đất 47m đẹp 2 mặt thoáng gần AEON Hà ĐÔng.
- đất đã có sổ vuông vắn ko tranh chấp khu vực rất phát triển .
_ mảnh đất gần khu đất dịch vụ liền kề La Dương dân cư đông đúc đường thoáng  thông với nhiều trục đường lớn,gần trường học và chợ dân xinh.
_xung quanh cơ sở hạ tầng tốt gần khu biệt thự và nhà liền kề Geleximcol.
_ giá có thương lượng LH Mr MR Trường để xem đất và tư vấn miễn phí.",2,không có,2000,9000,Có là được,Gần trại giam,1,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-05 21:44:00.231969
2,Bán nhà Thanh Liệt 40m2x4T giá 3.65 tỷ kinh doanh,1,Đường Thanh Liệt,Xã Thanh Liệt,Huyện Thanh Trì,Hà Nội,40.0,365000.0,"Bán nhà Thanh Liệt quận Hoàng Mai thông Kim Giang, gần Linh Đàm ngõ ô tô kinh doanh 
+ Nhà 40m2, 4 tầng, 4 ngủ, xây 2010, thiết kế thoáng, có ban công
+ Mặt ngõ thông, rộng 3.5m, kinh doanh, ô tô, mặt phố 30m
+ Gần chợ Quang,  KĐT Công Viên Chu Văn An, hồ điều hòa Linh Đàm
+ Sổ đỏ chính chủ. Giá 3.65 tỷ có gia lộc.
Liên hệ Mr Mạnh  để xem nhà",4,chung,2000,9000,Ổn định,Gần trại giam,0,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-20 21:44:00.231969
1,Sang nhượng quán ăn,2,vũ thạnh,Phường Cát Linh,Quận Đống Đa,Hà Nội,60.0,200000.0,"Dự án: quán ăn
Thông tin chi tiết: Quán ở khu đông văn phòng , bếp mở . Tất cả sẵn sàng để hoạt động",3,không có,2000,10000,Có là được,hasagi,0,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-06-19 21:44:00.231969
2,NHÀ XUÂN ĐỈNH-6T-35M2- OTO VÀO NHÀ -KINH DOANH TỐT,1,Đường Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Hà Nội,35.0,370000.0,"Chính chủ bán nhà xây mới siêu hót tại xuân đỉnh ,ngoại giao đoàn ,6 tầng, 35 m2, full nội thất ,đường to thông các ngả ,oto vào nhà, thích hợp kinh doanh các mặt hàng, giá bán chỉ nhỉnh 3 tỷ , đặc biệt chính sách ưu đãi quý khách có thể thanh toán tiền theo tiến độ xây dựng. Chỉ cần 500 tr trả trước ,số còn lại trả theo tiến độ, cdt có hỗ trợ bank với lãi xuất cực thấp .
🌉 Thông tin chi tiết nhà : 
------------------------
🎗️ Diện tích : 35 m2
🎗️ Mặt tiền : 3,9 m
🎗️ Hướng : đông 
🎗️Giá : 3,7 tỷ ( bao phí sang tên )
🎗️ Pháp lý: sổ đỏ, giấy phép xd, hs thiết kế.
🎗️ Xây dựng gồm 5 tầng ,1 tum trong đó:
👉 Tầng 1: kinh doanh,hoặc làm gara oto, bếp
👉 Tầng 2: phòng khách, vs víp
👉 Tầng 3,4,5 : mỗi tầng 1 p.ngủ, vs vip
👉 Tầng 6: p.thờ ,sân phơi.
🎗️ Nội thất trong nhà trang bị đầy đủ, toàn hàng cao cấp khách mua ở chỉ có thích mê.
🎗️ Hiện tại gd bán với giá cực rẻ, quý khách nên tận dụng cơ hội này vì sẽ ko có căn t2 ở vị trí này và giá tiền này đâu .",1,riêng,2000,10000,Ổn định,Gần trại giam,1,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-06-26 21:44:00.231969
1,"nhà đẹp ngõ đối diện siêu thị aeon ,oto đỗ cửa",1,Đường Đàm Quang Trung,Phường Phúc Đồng,Quận Long Biên,Hà Nội,32.3,239500.0,"+nhà đẹp mới xây ,ngõ chính oto tránh nhau đối diện siêu thị aeon 
+ngõ nhà oto vào gần cửa
+vị trí cực đẹp giao thông thuận tiện nhiều tiện ích
+giá 2.395 tỷ có thương lượng 
+liên hệ sớm để có nhà đẹp vị trí cực hiếm này !",2,riêng,2000,11000,Ổn định,Gần hơn người yêu bạn,0,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-06-20 21:44:00.231969
2,Mặt đường Khương Trung đối diện THCS Nguyễn Trãi,1,Đường Khương Trung,Phường Khương Trung,Quận Thanh Xuân,Hà Nội,26.8,420000.0,"Chính chủ cần bán nhà số 191 mặt đường Khương Trung. Toạ lạc tại vị trí đắc lợi, đẹp nhất khu phố, đối diện cổng sau trường THCS Nguyễn Trãi nên rất thoáng rộng, để xe thoải mái. 
Hiện tại đang cho thuê kinh doanh rất có lộc buôn bán. 
Nhà có 4 tầng và 1 gác lửng:
- Tầng 1: mặt bằng kinh doanh.
- Gác lửng có 1 phòng và 1 khu thay đồ 
- Tầng 2,3: có 1 pn + wc.
- Tầng 4: khu bếp và sân giặt phơi.",4,chung,3000,11000,natD,Gần trại giam,1,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-21 21:44:00.231969
1,Cần Bán CHCC 80m2 – 2PN – Tại tòa OCT 3 Handiresco,3,Đường Phạm Văn Đồng,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,Hà Nội,79.0,174000.0,"Cần Bán CHCC 80m2 – 2PN – Tại tòa OCT 3 Handiresco Cổ Nhuế, 09876.97097.
- Diện tích : 80 m2 .
- Có sổ đỏ chính chủ.
- Hướng + Cửa chính : TÂY , Ban công ĐÔNG.
- Thiết kế : + 2 Phòng ngủ,
+ 2 vệ sinh,
+ 1 phòng khách,
+ 1 khu vực bếp.
Nhà xác định ở lâu dài nên mới tu sửa vài năm, và rất giữ gìn, co thể về ở ngay.
-Vị trí : giao thông thuận tiện gần các đường Phạm Văn Đồng, Cổ Nhuế, Xuân Đỉnh, không gian đi bộ lý tưởng.
- Tiện ích : Khu đô thị AN TOÀN, THÂN THIỆN, đối diện công viên Hòa Bình, gần Mega Market, trường mầm non và trường cấp 1, 2 Cổ Nhuế
Giá : 1.75 tỉ ( bao phí sang tên). 
Liên hệ xem nhà : mr Uy Ly ( miễn trung gian môi giới )
Hotline : 09876.97097 (zl)",4,chung,3000,10000,Nhanh hơn cách người yêu cũ trở mặt,hasagi,0,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-06-30 21:44:00.231969
2,CẦN MUA GẤP NHÀ Ở MAI DỊCH DT45M2 3.4 TẦNG,1,Đường Hồ Tùng Mậu,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,50.0,450000.0,"Tôi Công chức nhà nước, cần mua gấp nhà ở xây kiên cố, rộng, thoáng, không cần nhiều phòng ngủ. ngõ đi lại rộng, thông thoáng quanh khu vực hồ tùng mậu, mai dịch, cầu diễn....",1,chung,3000,9000,natB,Gần trại giam,0,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-22 21:44:00.231969
2,"Nhà mới đẹp Thạch bàn, 20m oto tránh , 5t, 33m,MT4",1,Đường Ngọc Trì,Phường Thạch Bàn,Quận Long Biên,Hà Nội,33.0,235000.0,"Nhà mới đẹp, xây 5 tầng chắc chăn. Dtich 33m2, MT 4m. Ngõ thông khắp nơi, vài trăm mét ra  đường cổ Linh, cách hầm thông cao tốc HN-HP mói thông xe chỉ 500m, cách Sthi AEON 700m. Trường học, công sở.đầy đủ trong bán kính 1km. Cực tiện.

Vị trí nhà nằm trong khu vực trung tâm phường Thạch Bàn phát triển, sôi động từng ngày nên rất đáng để bạn cân nhắc an cư.
- Nhà thiết kế công năng cực kỳ hợp lý, ánh sáng tran hòa, tràn đầy sinh khí.

- Sổ đỏ chói chang sẵn sàng giao dịch. đất vuông vắn, nở hậu.

Covid càn quét, chủ nhà lo chạy nợ nên rất thiện chí bán,xả nhanh giá sập sàn, chỉ 2,35 tỷ ( có thương lượng).

Nhanh tay liên hệ với Dũng để chớp cơ hội sở hữu căn nhà ngon có 102 này nhé ( mình là Dũng- chuyên BĐS kvuc phía đông HN, trung tuổi nên làm lv rất có trách nhiệm&đăng tin xác thực, tư vấn tận tâm)",4,chung,3000,8000,natB,Gần hơn người yêu bạn,0,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-06-21 21:44:00.231969
2,"SIÊU PHẨM AN DƯƠNG VƯƠNG LÔ GÓC 42M GIÁ 3,5 TỶ",1,Đường An Dương Vương,Phường Đông Ngạc,Quận Bắc Từ Liêm,Hà Nội,42.0,350000.0,"Dự án: đường an dương vương.
          Thông tin chi tiết: BÁN SIÊU PHẨM AN DƯƠNG VƯƠNG,NHÀ MỚI XÂY 2019 LÔ GÓC, NỞ HẬU,THIẾT KẾ ĐẸP, NỘI THẤT XỊN  6 TẦNG 42M GIÁ 3,5 TỶ
mô tả!
- Vị trí: Gần phố, cầu Thăng Long, Sunshine City, Trung Tâm Thương Mại bậc nhất...Nhà cách đường ô tô tránh 10m, cách mặt phố An Dương 40m.
- Thiết kế: 
+ Tầng 1: Khách, bếp, vs.
+ Tầng 2,3,4 mỗi tầng 1 phòng, vs khép kín.
+ Tầng 5: Phòng thờ, lavabo rửa đồ thắp hương.
+ Tầng 6: trồng hoa.
+ sổ đỏ nở hậu,pháp lý rõ ràng.
+ giá 3,5 tỷ có thương lượng mạnh
+ liên hệ: để được tư vấn và xem nhà miễn phí",1,không có,2000,11000,Ổn định,hasagi,1,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-06-21 21:44:00.231969
1,Bán căn hộ rice city tây nam linh đàm 70m 1830tr,3,KĐT mới Tây Nam Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,70.0,183000.0,"Bán gấp căn hộ rice city tây nam linh đàm 
70m 2 ngủ 2 vệ sinh
Nội thất đầy đủ chỉ việc ở ngay
Sổ đỏ chính chủ
Gia 1830  triệu.
Xem nhà buổi tối xin cảm ơn.",2,riêng,3000,11000,Nhanh hơn cách người yêu cũ trở mặt,Gần trại giam,1,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-04 21:44:00.231969
2,"Chính chủ cần bán gấp đất 50m2  Dương Nội, Hà Đông",0,Đường Trung Kiên,Phường Dương Nội,Quận Hà Đông,Hà Nội,50.0,500000.0,"- Địa chỉ : số nhà 45, tổ dân phố Trung Kiên, phường Dương Nội, quận Hà Đông, HN
- Vị trí: liền kề khu đô thị Geleximco; gần chợ La Cả; trường Đại học kiểm sát Hà Nội. Thuận tiện giao thông khu vực Lê Trọng Tấn; Đại lộ Thăng Long và Tố Hữu.
- Khu vực dân trí cao, hàng xóm thân thiện, an ninh tốt.
- Giá 2,5 tỷ (Có thỏa thuận )
- Liên hệ: Chú Diện sđt 0904.651.286",3,chung,3000,11000,Nhanh hơn cách người yêu cũ trở mặt,Gần trại giam,0,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-22 21:44:00.231969
2,"Bán nhà cầu giấy,40m 5tầng 6ngủ đầy đủ tiện nghi",1,Trần Thái Tông,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,40.0,450000.0,"nhà nằm trên phố Trần Thái Tông, khu vực dân cư đông đúc, kinh doanh sầm uất
gần nhiều trường đại học, Đh Quốc Gia, Đh Sư Phạm, Hv Báo Chí, và nhiều trường cấp 1,2,3 nổi tiếng
ngõ thông gần phố Trần Quốc Vương, Cầu Giấy, Dịch Vọng Hậu...
nhà thiết kế 5 tầng hiện đại có giếng trời rất thoáng mát
sổ vuông đẹp, pháp lý rõ ràng sẵn sàng giao dịch
Hình ảnh chính xac 100℅
không tiếp báo mạng, miễn trung gian
liên hệ trực tiếp để được xem nhà miễn phí",4,không có,3000,10000,Ổn định, gần BV tâm thần kinh,0,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-02 21:44:00.231969
2,"BÁN ĐẤT  PHỐ LẠC THI, 44M2, Ô TÔ ĐỖ CỬA, 1.7TỶ",0,Đường Lạc Thị,Xã Ngọc Hồi,Huyện Thanh Trì,Hà Nội,44.0,170000.0,"+  MẢNH ĐẤT 44M2, MẶT TIỀN 5.3M – NGÕ RỘNG 4M – NGÕ THÔNG BÀN CỜ NẰM TẠI ĐỘI 4 LẠC THỊ - Ô TÔ ĐỖ CỬA – SÁT KHU TÁI ĐỊNH CƯ LẠC THỊ - TƯƠNG LAI RẠNG NGỜI
  + Thửa đất rộng, mặt tiền đẹp, mua đầu tư hay xây nhà đều rất đẹp. Rất gần UBND xã, gần trường tiểu học các cấp. Sát khu tái định cự Lạc Thị nên thừa hưởng mọi tiện ích của khu này
   + Sổ đẹp, không lỗi. sẵn sàng giao dịch
     + Gía 1.7 tỷ có gia lộc
 Liên hệ Mr Tuân",1,riêng,2000,11000,Nhanh hơn cách người yêu cũ trở mặt,Bến xe bus,1,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-08 21:44:00.231969
2,Chung cư The Terra An Hưng 90m² 3PN,3,"Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Phường La Khê,Quận Hà Đông,Hà Nội,90.0,240000.0,"Cần chuyển nhượng căn hộ 2309 toà B2. 90m2, 3 phòng ngủ, 2vs, 2 ban công. View công viên thiên văn học. Căn hộ chính chủ, đồng ý qua môi giới miễn là phù hợp. Liên hệ Lan Anh",1,riêng,2000,9000,natB,hasagi,1,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-27 21:44:00.231969
1,Shophouse Him Lam Vạn Phúc - 84 Nguyễn Thanh Bình,2,34 Đường Tố Hữu,Phường Vạn Phúc,Quận Hà Đông,Hà Nội,91.0,1399900.0,"Shophouse Him Lam Vạn Phúc - 84 Nguyễn Thanh Bình (Tố Hữu) , Phường Vạn Phúc, Quận Hà Đông, Thành Phố Hà Nội.

Vị trí: Nằm trên trục đường Tố Hữu – Lê Văn Lương, cạnh ngã tư Tố Hữu – Vạn Phúc.

Diện tích: 84,45m² –126,11m².

Mặt tiền: 100% căn Shophouse sở hữu 02 mặt tiền rộng 6,5m – 8,5m.

Cấu trúc 06 tầng:

Tầng 1: Kinh doanh & để xe
Tầng 2: Kinh doanh & sinh hoạt
Tầng 3: Phòng ăn & bếp
Tầng 4: Phòng khách & phòng ngủ
Tầng 5: Phòng ngủ 2 & phòng ngủ 3
Tầng 6: Phòng thờ và sân phơi hoặc mục đích khác
Tiện ích: Liền kề Trường Quốc tế Nhật Bản liên cấp, dễ dàng tiếp cận tuyến metro Cát Linh – Hà Đông, tuyến bus nhanh BRT, Aeon Mall, Co.op Mart, Big C, Sân bay Quốc tế Nội Bài, Bệnh viện Quân Y 103, Thiên Đường Bảo Sơn….

Tiến độ thi công: Hiện đã hoàn thiện mặt ngoài và hạ tầng kỹ thuật như đường, vỉa hè, đường điện - nước, hệ thống ngầm, cây xanh... Trường Quốc tế Nhật Bản liên cấp đã đi vào hoạt động.

Chính Sách bán hàng:
+ Chiết khấu lên tới 6%
+ Hỗ trợ lãi suất tối đa 12 tháng. Ân hạn nợ gốc 24 tháng.
+ Bốc thăm trúng Mercedes - Benz, SH 150I, nhẫn kim cương trị giá 150 triệu đồng. 
Tổng giải thưởng lên tới gần 2 tỷ đồng
Liên hệ ngay Phòng KD Him Lam Land để được tư vấn dự án miễn phí.",2,không có,3000,11000,Nhanh hơn cách người yêu cũ trở mặt,Gần trại giam,1,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-19 21:44:00.231969
2,"Nhà ngọc lâm oto vào nhà,đang xây thô ,tkế đẹp",1,ngọc lâm,Phường Ngọc Lâm,Quận Long Biên,Hà Nội,40.0,532500.0,"+Nhà đang xây thô thiết kế 6 tầng thoáng đẹp ,cửa gỗ lim 
+oto vào nhà ,vị trí thuận tiện đi lại
+dân cư đông đúc ,thân thiện 
+mua sớm chủ có thể sắp xếp nhà theo ý muốn từ đầu
+giá 5.325 tỷ hoàn thiện xong(có thương lượng ) thiện chí là mua đc nhà 
+liên hệ e để xem nhà miễn phí nhé",2,không có,2000,10000,natB, gần BV tâm thần kinh,1,2021-04-29 21:44:00.230977,2021-04-29 21:44:00.231969,2021-07-26 21:44:00.231969
